POSTCODE,DATE,INDEX
2095,2020-02-16,0.05981319839527657
2095,2020-02-17,0.05981319839527657
2095,2020-02-18,0.05981319839527657
2095,2020-02-19,0.05981319839527657
2095,2020-02-20,0.05981319839527657
2095,2020-02-21,0.05981319839527657
2095,2020-02-22,0.05981319839527657
2095,2020-02-23,0.05981319839527657
2095,2020-02-24,0.05981319839527657
2095,2020-02-25,0.05981319839527657
2095,2020-02-26,0.05981319839527657
2095,2020-02-27,0.05981319839527657
2095,2020-02-28,0.05981319839527657
2095,2020-02-29,0.05981319839527657
2095,2020-03-01,0.05981319839527657
2095,2020-03-02,0.05981319839527657
2095,2020-03-03,0.05981319839527657
2095,2020-03-04,0.05981319839527657
2095,2020-03-05,0.05981319839527657
2095,2020-03-06,0.05981319839527657
2095,2020-03-07,0.05981319839527657
2095,2020-03-08,-0.2836435917281803
2095,2020-03-09,-0.7401868016047235
2095,2020-03-10,0.02009097617305436
2095,2020-03-11,-0.020006680076945643
2095,2020-03-12,-0.020264926604723482
2095,2020-03-13,-0.7774553221620979
2095,2020-03-14,-0.5736127316083608
2095,2020-03-15,-0.3875479188324016
2095,2020-03-16,-0.18895785353119002
2095,2020-03-17,-0.3951461271749841
2095,2020-03-18,-0.6130627958805064
2095,2020-03-19,0.09984264540274798
2095,2020-03-20,-0.2532592084879596
2095,2020-03-21,-0.20441100626194422
2095,2020-03-22,-0.30444186746313284
2095,2020-03-23,-0.08008556583366569
2095,2020-03-24,-0.4286050801030834
2095,2020-03-25,0.08906933274590526
2095,2020-03-26,-0.02396539883469942
2095,2020-03-27,-0.0757535435204221
2095,2020-03-28,-0.15720419222035378
2095,2020-03-29,0.002236119944328624
2095,2020-03-30,-0.4350993235032341
2095,2020-03-31,-0.4116803345392259
2095,2020-04-01,-0.3083648869587532
2095,2020-04-02,-0.24810582791643968
2095,2020-04-03,-0.1399940665031947
2095,2020-04-04,-0.14328300917945583
2095,2020-04-05,-0.13931886543596386
2095,2020-04-06,-0.12810163527271892
2095,2020-04-07,-0.1096313186897209
2095,2020-04-08,-0.08390791568696968
2095,2020-04-09,-0.05093142626446548
2095,2020-04-10,-0.1870705883060975
2095,2020-04-11,-0.2669037573551051
2095,2020-04-12,-0.03027449772739213
2095,2020-04-13,-0.008227585006244903
2095,2020-04-14,-0.07565402136538915
2095,2020-04-15,-0.14769003467299538
2095,2020-04-16,-0.22433562492906337
2095,2020-04-17,-0.3055907921335934
2095,2020-04-18,-0.39145553628658525
2095,2020-04-19,-0.2715078652136329
2095,2020-04-20,-0.999916028484191
2095,2020-04-21,-0.8766095488771086
2095,2020-04-22,-0.7551694604545991
2095,2020-04-23,-0.6355957632166629
2095,2020-04-24,-1.4625469741513621
2095,2020-04-25,-0.8544373494570443
2095,2020-04-26,-0.35743883587383696
2095,2020-04-27,0.02844856659825909
2095,2020-04-28,-0.44134979481853387
2095,2020-04-29,-0.19066561087430903
2095,2020-04-30,-0.11373189307613843
2095,2020-05-01,0.03546817502505531
2095,2020-05-02,0.04332750755677592
2095,2020-05-03,0.05118684008849647
2095,2020-05-04,0.059046172620217025
2095,2020-05-05,0.06690550515193758
2095,2020-05-06,0.07476483768365813
2095,2020-05-07,0.08262417021537874
2095,2020-05-08,-1.1595164972529008
2095,2020-05-09,-1.05540716472118
2095,2020-05-10,-0.28375521472695575
2095,2020-05-11,0.10620216781054045
2095,2020-05-12,0.10620216781054045
2096,2020-01-22,0.13621151615376578
2096,2020-01-23,0.13621151615376578
2096,2020-01-24,0.13621151615376578
2096,2020-01-25,0.13621151615376578
2096,2020-01-26,0.13621151615376578
2096,2020-01-27,0.13621151615376578
2096,2020-01-28,0.13621151615376578
2096,2020-01-29,0.13621151615376578
2096,2020-01-30,0.13621151615376578
2096,2020-01-31,0.13621151615376578
2096,2020-02-01,0.13621151615376578
2096,2020-02-02,0.13621151615376578
2096,2020-02-03,0.13621151615376578
2096,2020-02-04,0.13621151615376578
2096,2020-02-05,0.13621151615376578
2096,2020-02-06,0.13621151615376578
2096,2020-02-07,0.13621151615376578
2096,2020-02-08,0.13621151615376578
2096,2020-02-09,0.13621151615376578
2096,2020-02-10,0.13621151615376578
2096,2020-02-11,0.13621151615376578
2096,2020-02-12,0.13621151615376578
2096,2020-02-13,0.13621151615376578
2096,2020-02-14,0.13621151615376578
2096,2020-02-15,0.13621151615376578
2096,2020-02-16,0.13621151615376578
2096,2020-02-17,0.13621151615376578
2096,2020-02-18,0.13621151615376578
2096,2020-02-19,0.13621151615376578
2096,2020-02-20,0.13621151615376578
2096,2020-02-21,0.13621151615376578
2096,2020-02-22,0.13621151615376578
2096,2020-02-23,0.13621151615376578
2096,2020-02-24,0.13621151615376578
2096,2020-02-25,0.13621151615376578
2096,2020-02-26,0.13621151615376578
2096,2020-02-27,0.13621151615376578
2096,2020-02-28,0.13621151615376578
2096,2020-02-29,0.13621151615376578
2096,2020-03-01,0.13621151615376578
2096,2020-03-02,0.13621151615376578
2096,2020-03-03,0.13621151615376578
2096,2020-03-04,0.13621151615376578
2096,2020-03-05,0.13621151615376578
2096,2020-03-06,0.13621151615376578
2096,2020-03-07,0.13621151615376578
2096,2020-03-08,-0.015264178290678748
2096,2020-03-09,-0.25661255792030824
2096,2020-03-10,-0.4797528146543151
2096,2020-03-11,-0.77559403940179
2096,2020-03-12,-0.47378848384623407
2096,2020-03-13,-0.4742549838462342
2096,2020-03-14,-0.4746044838462341
2096,2020-03-15,-0.4373956188831265
2096,2020-03-16,-0.40078919066047036
2096,2020-03-17,-0.3647851991782656
2096,2020-03-18,-0.3293836444365119
2096,2020-03-19,-0.0309048672852619
2096,2020-03-20,-0.3085116343586126
2096,2020-03-21,-0.2547209674966504
2096,2020-03-22,-0.3513780706326477
2096,2020-03-23,-0.23620918561220952
2096,2020-03-24,-0.39789547969764494
2096,2020-03-25,-0.27400175643890257
2096,2020-03-26,-0.38503384240137783
2096,2020-03-27,-0.3559733143556737
2096,2020-03-28,-0.34942348182051863
2096,2020-03-29,-0.15605923708866323
2096,2020-03-30,-0.3449416765566319
2096,2020-03-31,-0.293083139793923
2096,2020-04-01,-0.20343391840719596
2096,2020-04-02,-0.03684841580554202
2096,2020-04-03,-0.16078339580770387
2096,2020-04-04,-0.1972831417730693
2096,2020-04-05,-0.17145976814969013
2096,2020-04-06,-0.352605218521729
2096,2020-04-07,-0.5214677278764523
2096,2020-04-08,-0.7386533568199198
2096,2020-04-09,-0.6052083603124494
2096,2020-04-10,-0.4475558196130599
2096,2020-04-11,-0.2959987650247815
2096,2020-04-12,-0.15053719654761435
2096,2020-04-13,-0.2214779682334406
2096,2020-04-14,-0.2618356361543448
2096,2020-04-15,-0.36251929121941817
2096,2020-04-16,-0.4326198425195693
2096,2020-04-17,-0.3496619686590229
2096,2020-04-18,-0.27057806174062515
2096,2020-04-19,-0.2336086734932782
2096,2020-04-20,-0.2212074273856223
2096,2020-04-21,-0.2061484309350308
2096,2020-04-22,-0.18843168414150382
2096,2020-04-23,-0.16805718700504105
2096,2020-04-24,-0.14502493952564313
2096,2020-04-25,-0.11933494170330952
2096,2020-04-26,-0.28656646407732755
2096,2020-04-27,-0.4718799038376267
2096,2020-04-28,-0.6827653356140464
2096,2020-04-29,-0.7918541131657302
2096,2020-04-30,-0.6545231824979207
2096,2020-05-01,-0.5212561491652801
2096,2020-05-02,-0.39205301316780705
2096,2020-05-03,-0.26691377450550235
2096,2020-05-04,0.013884139390252431
2096,2020-05-05,-0.024708224491770542
2096,2020-05-06,-0.34685961615157135
2096,2020-05-07,-0.5932471189224833
2096,2020-05-08,-1.3247908716933954
2096,2020-05-09,-0.8183310667651857
2096,2020-05-10,-0.40314093215301927
2096,2020-05-11,-0.40314093215301927
2096,2020-05-12,-0.40314093215301927
2097,2020-01-22,0.04899254517050419
2097,2020-01-23,0.04899254517050419
2097,2020-01-24,0.04899254517050419
2097,2020-01-25,0.04899254517050419
2097,2020-01-26,0.04899254517050419
2097,2020-01-27,0.04899254517050419
2097,2020-01-28,0.04899254517050419
2097,2020-01-29,0.04899254517050419
2097,2020-01-30,0.04899254517050419
2097,2020-01-31,0.04899254517050419
2097,2020-02-01,0.04899254517050419
2097,2020-02-02,0.04899254517050419
2097,2020-02-03,0.04899254517050419
2097,2020-02-04,0.04899254517050419
2097,2020-02-05,0.04899254517050419
2097,2020-02-06,0.04899254517050419
2097,2020-02-07,0.04899254517050419
2097,2020-02-08,0.04899254517050419
2097,2020-02-09,0.04899254517050419
2097,2020-02-10,0.04899254517050419
2097,2020-02-11,0.04899254517050419
2097,2020-02-12,0.04899254517050419
2097,2020-02-13,0.04899254517050419
2097,2020-02-14,0.04899254517050419
2097,2020-02-15,0.04899254517050419
2097,2020-02-16,0.04899254517050419
2097,2020-02-17,0.04899254517050419
2097,2020-02-18,0.04899254517050419
2097,2020-02-19,0.04899254517050419
2097,2020-02-20,0.04899254517050419
2097,2020-02-21,0.04899254517050419
2097,2020-02-22,0.04899254517050419
2097,2020-02-23,0.04899254517050419
2097,2020-02-24,0.04899254517050419
2097,2020-02-25,0.04899254517050419
2097,2020-02-26,0.04899254517050419
2097,2020-02-27,0.04899254517050419
2097,2020-02-28,0.04899254517050419
2097,2020-02-29,0.04899254517050419
2097,2020-03-01,0.04899254517050419
2097,2020-03-02,0.04899254517050419
2097,2020-03-03,-0.21050270921999173
2097,2020-03-04,-0.5198123360278429
2097,2020-03-05,-0.35638811243538415
2097,2020-03-06,-0.20435214103817348
2097,2020-03-07,-0.06370442183621075
2097,2020-03-08,0.06555504517050417
2097,2020-03-09,0.06605303899766465
2097,2020-03-10,0.0668803538124795
2097,2020-03-11,0.06803698961494861
2097,2020-03-12,0.06952294640507209
2097,2020-03-13,0.07133822418284988
2097,2020-03-14,-0.07042103507640932
2097,2020-03-15,-0.20014886897090992
2097,2020-03-16,-0.09998153910661048
2097,2020-03-17,-0.2348878878708444
2097,2020-03-18,-0.3457894635251918
2097,2020-03-19,-0.4326862660696523
2097,2020-03-20,-0.3124262437409039
2097,2020-03-21,-0.23074562628411036
2097,2020-03-22,-0.28399445701738213
2097,2020-03-23,-0.3389609686742968
2097,2020-03-24,-0.13232502238609625
2097,2020-03-25,-0.153112719142018
2097,2020-03-26,-0.14153863894876054
2097,2020-03-27,-0.30104581184698564
2097,2020-03-28,0.01942973243151666
2097,2020-03-29,-0.11662527022859884
2097,2020-03-30,-0.13184028313189514
2097,2020-03-31,-0.2080334880965539
2097,2020-04-01,-0.25429579421348447
2097,2020-04-02,-0.09558689607936768
2097,2020-04-03,-0.024899121167266808
2097,2020-04-04,-0.25709903636075204
2097,2020-04-05,-0.176449460664486
2097,2020-04-06,-0.2832406117513576
2097,2020-04-07,0.050585407764188656
2097,2020-04-08,-0.30804055221406645
2097,2020-04-09,-0.3667035405207574
2097,2020-04-10,-0.40333179357487625
2097,2020-04-11,-0.33737487535749067
2097,2020-04-12,-0.273556386892171
2097,2020-04-13,-0.39397472693924807
2097,2020-04-14,-0.28621467153232516
2097,2020-04-15,-0.2803990605698464
2097,2020-04-16,-0.2726390051629234
2097,2020-04-17,-0.26293450531155615
2097,2020-04-18,-0.6410598665713
2097,2020-04-19,-0.49864328341114195
2097,2020-04-20,-0.3654324294176511
2097,2020-04-21,-0.15154569772354268
2097,2020-04-22,-0.05827046294301455
2097,2020-04-23,0.033750913812822275
2097,2020-04-24,-0.046104638443686646
2097,2020-04-25,-0.13096019070019552
2097,2020-04-26,-0.2208157429567044
2097,2020-04-27,-0.31567129521321324
2097,2020-04-28,-0.25906851413638876
2097,2020-04-29,-0.20454906639289785
2097,2020-04-30,-0.15211295198274014
2097,2020-05-01,-0.13722401388112218
2097,2020-05-02,-0.12103927688143282
2097,2020-05-03,-0.10016387129237461
2097,2020-05-04,-0.47706802849261953
2097,2020-05-05,-0.07827868607079327
2097,2020-05-06,-0.358293549787562
2097,2020-05-07,-0.358293549787562
2097,2020-05-08,-0.358293549787562
2097,2020-05-09,-0.358293549787562
2097,2020-05-10,-0.358293549787562
2097,2020-05-11,-0.358293549787562
2097,2020-05-12,-0.358293549787562
2099,2020-01-22,0.21562950470762232
2099,2020-01-23,0.21562950470762232
2099,2020-01-24,0.21562950470762232
2099,2020-01-25,0.21562950470762232
2099,2020-01-26,0.21562950470762232
2099,2020-01-27,0.21562950470762232
2099,2020-01-28,0.21562950470762232
2099,2020-01-29,0.21562950470762232
2099,2020-01-30,0.21562950470762232
2099,2020-01-31,0.21562950470762232
2099,2020-02-01,0.21562950470762232
2099,2020-02-02,0.21562950470762232
2099,2020-02-03,0.21562950470762232
2099,2020-02-04,0.21562950470762232
2099,2020-02-05,0.21562950470762232
2099,2020-02-06,0.21562950470762232
2099,2020-02-07,0.21562950470762232
2099,2020-02-08,0.21562950470762232
2099,2020-02-09,0.21562950470762232
2099,2020-02-10,0.21562950470762232
2099,2020-02-11,0.21562950470762232
2099,2020-02-12,0.21562950470762232
2099,2020-02-13,0.21562950470762232
2099,2020-02-14,0.21562950470762232
2099,2020-02-15,0.21562950470762232
2099,2020-02-16,0.21562950470762232
2099,2020-02-17,0.21562950470762232
2099,2020-02-18,0.21562950470762232
2099,2020-02-19,0.21562950470762232
2099,2020-02-20,0.21562950470762232
2099,2020-02-21,0.21562950470762232
2099,2020-02-22,0.21562950470762232
2099,2020-02-23,0.21562950470762232
2099,2020-02-24,0.21562950470762232
2099,2020-02-25,0.21562950470762232
2099,2020-02-26,0.21562950470762232
2099,2020-02-27,0.21562950470762232
2099,2020-02-28,0.21562950470762232
2099,2020-02-29,0.21562950470762232
2099,2020-03-01,0.21562950470762232
2099,2020-03-02,0.21562950470762232
2099,2020-03-03,0.19710317971726737
2099,2020-03-04,0.1816283714128692
2099,2020-03-05,0.16920507979442784
2099,2020-03-06,0.1598333048619433
2099,2020-03-07,0.15351304661541548
2099,2020-03-08,0.1502443050548446
2099,2020-03-09,-0.09597685676055717
2099,2020-03-10,-0.37032952899262594
2099,2020-03-11,-0.6728137116413612
2099,2020-03-12,-0.36322070968361475
2099,2020-03-13,0.2769124157309218
2099,2020-03-14,-0.34846181687923317
2099,2020-03-15,0.021000215381543563
2099,2020-03-16,0.29433760566701145
2099,2020-03-17,-0.1523293881664881
2099,2020-03-18,-0.6283710312704701
2099,2020-03-19,0.0757705817983873
2099,2020-03-20,-0.019159358272317906
2099,2020-03-21,-0.024669519224371717
2099,2020-03-22,-0.08325519346185223
2099,2020-03-23,-0.05951200245426608
2099,2020-03-24,-0.02514444775847463
2099,2020-03-25,0.06448281951091123
2099,2020-03-26,0.0037100930220863026
2099,2020-03-27,-0.1502436667915633
2099,2020-03-28,0.2450677821004007
2099,2020-03-29,0.21473597113686527
2099,2020-03-30,0.07126022077939037
2099,2020-03-31,0.009217375865237798
2099,2020-04-01,0.07162914655153402
2099,2020-04-02,0.2146208484948447
2099,2020-04-03,0.2417830464985325
2099,2020-04-04,0.10905159750827814
2099,2020-04-05,0.10364644915191351
2099,2020-04-06,0.06018315685615522
2099,2020-04-07,0.35429294694676033
2099,2020-04-08,-0.18774378719732832
2099,2020-04-09,-0.1990878362798857
2099,2020-04-10,-0.2003391433844538
2099,2020-04-11,-0.14453268819247078
2099,2020-04-12,-0.09086466275255362
2099,2020-04-13,-0.5923804355220031
2099,2020-04-14,-0.47741242514751325
2099,2020-04-15,-0.338586696969993
2099,2020-04-16,-0.20620628129247287
2099,2020-04-17,-0.0802711781149526
2099,2020-04-18,-0.17676499840506332
2099,2020-04-19,-0.04941330340578626
2099,2020-04-20,0.01296817809486811
2099,2020-04-21,0.101288537005991
2099,2020-04-22,0.18524474302455168
2099,2020-04-23,0.26483679615055045
2099,2020-04-24,0.24363881828481365
2099,2020-04-25,0.23306584041907696
2099,2020-04-26,-0.06738130783110169
2099,2020-04-27,-0.11699332400814638
2099,2020-04-28,-0.16421395117496396
2099,2020-04-29,-0.2090431893315544
2099,2020-04-30,0.10910750708574352
2099,2020-05-01,0.1784304237524103
2099,2020-05-02,0.24514917375241024
2099,2020-05-03,0.1669547293079658
2099,2020-05-04,0.13658435893759552
2099,2020-05-05,0.1071862107894474
2099,2020-05-06,-0.027017492914256314
2099,2020-05-07,-0.2621424929142565
2099,2020-05-08,-0.2621424929142565
2099,2020-05-09,-0.2621424929142565
2099,2020-05-10,-0.2621424929142565
2099,2020-05-11,-0.2621424929142565
2099,2020-05-12,-0.2621424929142565
2100,2020-01-22,0.05601515364461329
2100,2020-01-23,0.05601515364461329
2100,2020-01-24,0.05601515364461329
2100,2020-01-25,0.05601515364461329
2100,2020-01-26,0.05601515364461329
2100,2020-01-27,0.05601515364461329
2100,2020-01-28,0.05601515364461329
2100,2020-01-29,0.05601515364461329
2100,2020-01-30,0.05601515364461329
2100,2020-01-31,0.05601515364461329
2100,2020-02-01,0.05601515364461329
2100,2020-02-02,0.05601515364461329
2100,2020-02-03,0.05601515364461329
2100,2020-02-04,0.05601515364461329
2100,2020-02-05,0.05601515364461329
2100,2020-02-06,0.05601515364461329
2100,2020-02-07,0.05601515364461329
2100,2020-02-08,0.05601515364461329
2100,2020-02-09,0.05601515364461329
2100,2020-02-10,0.05601515364461329
2100,2020-02-11,0.05601515364461329
2100,2020-02-12,0.05601515364461329
2100,2020-02-13,0.05601515364461329
2100,2020-02-14,0.05601515364461329
2100,2020-02-15,0.05601515364461329
2100,2020-02-16,0.05601515364461329
2100,2020-02-17,0.05601515364461329
2100,2020-02-18,0.05601515364461329
2100,2020-02-19,0.05601515364461329
2100,2020-02-20,0.05601515364461329
2100,2020-02-21,0.05601515364461329
2100,2020-02-22,0.05601515364461329
2100,2020-02-23,0.05601515364461329
2100,2020-02-24,0.05601515364461329
2100,2020-02-25,0.05601515364461329
2100,2020-02-26,0.05601515364461329
2100,2020-02-27,0.05601515364461329
2100,2020-02-28,0.05601515364461329
2100,2020-02-29,0.05601515364461329
2100,2020-03-01,0.05601515364461329
2100,2020-03-02,0.05601515364461329
2100,2020-03-03,0.037488828654258344
2100,2020-03-04,0.022014020349860164
2100,2020-03-05,0.009590728731418807
2100,2020-03-06,0.0002189537989342738
2100,2020-03-07,-0.006101304447593547
2100,2020-03-08,-0.009370046008164434
2100,2020-03-09,-0.23747199548616132
2100,2020-03-10,-0.4937054553808249
2100,2020-03-11,-0.7780704256921551
2100,2020-03-12,-0.4503582113970037
2100,2020-03-13,-0.26614576753344116
2100,2020-03-14,-0.3993608939178124
2100,2020-03-15,-0.3362453702151089
2100,2020-03-16,-0.2737322832528571
2100,2020-03-17,-0.18151860272802628
2100,2020-03-18,-0.15051341954970715
2100,2020-03-19,-0.056254232588711595
2100,2020-03-20,-0.2698294167070899
2100,2020-03-21,0.010990934004980468
2100,2020-03-22,-0.19717283642007538
2100,2020-03-23,-0.18675529342750835
2100,2020-03-24,-0.23817156585895666
2100,2020-03-25,-0.03452547094603725
2100,2020-03-26,-0.12560122773789245
2100,2020-03-27,-0.4582489766001898
2100,2020-03-28,-0.07833905785761958
2100,2020-03-29,0.13616928654782962
2100,2020-03-30,-0.16607145166982712
2100,2020-03-31,-0.14166039806209246
2100,2020-04-01,-0.10976169013336995
2100,2020-04-02,-0.01032064038365993
2100,2020-04-03,0.004009513451060653
2100,2020-04-04,0.02442925061911455
2100,2020-04-05,0.02585773344689074
2100,2020-04-06,0.026200235371889036
2100,2020-04-07,0.02545675639410966
2100,2020-04-08,-0.2615787962173369
2100,2020-04-09,-0.25951311442363517
2100,2020-04-10,-0.2570833876220798
2100,2020-04-11,-0.2542896158126711
2100,2020-04-12,-0.2511317989954092
2100,2020-04-13,-0.24760993717029384
2100,2020-04-14,-0.2437240303373252
2100,2020-04-15,-0.2394740784965031
2100,2020-04-16,-0.23486008164782773
2100,2020-04-17,-0.06574099189971222
2100,2020-04-18,-0.28174472066326933
2100,2020-04-19,-0.220745135032887
2100,2020-04-20,-0.13344251909947452
2100,2020-04-21,-0.05013990316606182
2100,2020-04-22,0.029162712767350774
2100,2020-04-23,0.10446532870076342
2100,2020-04-24,0.08249016685639826
2100,2020-04-25,0.059959449456477465
2100,2020-04-26,-0.14359557349899882
2100,2020-04-27,-0.37989365201003067
2100,2020-04-28,-0.6489347860766179
2100,2020-04-29,-0.9507189756987611
2100,2020-04-30,-0.6978378875431261
2100,2020-05-01,-0.46504985494304707
2100,2020-05-02,-0.2523548778985231
2100,2020-05-03,-0.05975295640955497
2100,2020-05-04,-0.12115467504257554
2100,2020-05-05,-0.18330083812004078
2100,2020-05-06,-0.24619144564195022
2100,2020-05-07,-0.24005721049534529
2100,2020-05-08,-0.23364939317281436
2100,2020-05-09,-0.22696799367435766
2100,2020-05-10,-0.22001301199997486
2100,2020-05-11,-0.2127844481496663
2100,2020-05-12,-0.17497927182040146
2101,2020-01-22,
2101,2020-01-23,
2101,2020-01-24,
2101,2020-01-25,
2101,2020-01-26,
2101,2020-01-27,
2101,2020-01-28,
2101,2020-01-29,
2101,2020-01-30,
2101,2020-01-31,
2101,2020-02-01,
2101,2020-02-02,
2101,2020-02-03,
2101,2020-02-04,
2101,2020-02-05,
2101,2020-02-06,
2101,2020-02-07,
2101,2020-02-08,
2101,2020-02-09,
2101,2020-02-10,
2101,2020-02-11,
2101,2020-02-12,
2101,2020-02-13,
2101,2020-02-14,
2101,2020-02-15,
2101,2020-02-16,
2101,2020-02-17,
2101,2020-02-18,
2101,2020-02-19,
2101,2020-02-20,
2101,2020-02-21,
2101,2020-02-22,
2101,2020-02-23,
2101,2020-02-24,
2101,2020-02-25,
2101,2020-02-26,
2101,2020-02-27,
2101,2020-02-28,
2101,2020-02-29,
2101,2020-03-01,
2101,2020-03-02,
2101,2020-03-03,
2101,2020-03-04,
2101,2020-03-05,
2101,2020-03-06,
2101,2020-03-07,
2101,2020-03-08,
2101,2020-03-09,
2101,2020-03-10,
2101,2020-03-11,
2101,2020-03-12,
2101,2020-03-13,
2101,2020-03-14,
2101,2020-03-15,
2101,2020-03-16,
2101,2020-03-17,
2101,2020-03-18,
2101,2020-03-19,
2101,2020-03-20,
2101,2020-03-21,
2101,2020-03-22,
2101,2020-03-23,
2101,2020-03-24,
2101,2020-03-25,
2101,2020-03-26,
2101,2020-03-27,
2101,2020-03-28,
2101,2020-03-29,
2101,2020-03-30,
2101,2020-03-31,
2101,2020-04-01,
2101,2020-04-02,
2101,2020-04-03,
2101,2020-04-04,
2101,2020-04-05,
2101,2020-04-06,
2101,2020-04-07,
2101,2020-04-08,
2101,2020-04-09,
2101,2020-04-10,
2101,2020-04-11,
2101,2020-04-12,
2101,2020-04-13,
2101,2020-04-14,
2101,2020-04-15,
2101,2020-04-16,
2101,2020-04-17,
2101,2020-04-18,
2101,2020-04-19,
2101,2020-04-20,
2101,2020-04-21,
2101,2020-04-22,
2101,2020-04-23,
2101,2020-04-24,
2101,2020-04-25,
2101,2020-04-26,
2101,2020-04-27,
2101,2020-04-28,
2101,2020-04-29,
2101,2020-04-30,
2101,2020-05-01,
2101,2020-05-02,
2101,2020-05-03,
2101,2020-05-04,
2101,2020-05-05,
2101,2020-05-06,
2101,2020-05-07,
2101,2020-05-08,
2101,2020-05-09,
2101,2020-05-10,
2101,2020-05-11,
2101,2020-05-12,
2102,2020-01-22,-0.11491319352027735
2102,2020-01-23,-0.11491319352027735
2102,2020-01-24,-0.11491319352027735
2102,2020-01-25,-0.11491319352027735
2102,2020-01-26,-0.11491319352027735
2102,2020-01-27,-0.11491319352027735
2102,2020-01-28,-0.11491319352027735
2102,2020-01-29,-0.11491319352027735
2102,2020-01-30,-0.11491319352027735
2102,2020-01-31,-0.11491319352027735
2102,2020-02-01,-0.11491319352027735
2102,2020-02-02,-0.11491319352027735
2102,2020-02-03,-0.11491319352027735
2102,2020-02-04,-0.11491319352027735
2102,2020-02-05,-0.11491319352027735
2102,2020-02-06,-0.11491319352027735
2102,2020-02-07,-0.11491319352027735
2102,2020-02-08,-0.11491319352027735
2102,2020-02-09,-0.11491319352027735
2102,2020-02-10,-0.11491319352027735
2102,2020-02-11,-0.11491319352027735
2102,2020-02-12,-0.11491319352027735
2102,2020-02-13,-0.11491319352027735
2102,2020-02-14,-0.11491319352027735
2102,2020-02-15,-0.11491319352027735
2102,2020-02-16,-0.11491319352027735
2102,2020-02-17,-0.11491319352027735
2102,2020-02-18,-0.11491319352027735
2102,2020-02-19,-0.11491319352027735
2102,2020-02-20,-0.11491319352027735
2102,2020-02-21,-0.11491319352027735
2102,2020-02-22,-0.11491319352027735
2102,2020-02-23,-0.11491319352027735
2102,2020-02-24,-0.11491319352027735
2102,2020-02-25,-0.11491319352027735
2102,2020-02-26,-0.11491319352027735
2102,2020-02-27,-0.11491319352027735
2102,2020-02-28,-0.11491319352027735
2102,2020-02-29,-0.11491319352027735
2102,2020-03-01,-0.11491319352027735
2102,2020-03-02,-0.11491319352027735
2102,2020-03-03,-0.11491319352027735
2102,2020-03-04,-0.11491319352027735
2102,2020-03-05,-0.11491319352027735
2102,2020-03-06,-0.11491319352027735
2102,2020-03-07,-0.11491319352027735
2102,2020-03-08,-0.11491319352027735
2102,2020-03-09,-0.11491319352027735
2102,2020-03-10,-0.11491319352027735
2102,2020-03-11,-0.11491319352027735
2102,2020-03-12,-0.11491319352027735
2102,2020-03-13,-0.11491319352027735
2102,2020-03-14,-0.11491319352027735
2102,2020-03-15,-0.11491319352027735
2102,2020-03-16,-0.11491319352027735
2102,2020-03-17,-0.11491319352027735
2102,2020-03-18,-0.11491319352027735
2102,2020-03-19,-0.11491319352027735
2102,2020-03-20,-0.08461016321724707
2102,2020-03-21,-0.11491319352027735
2102,2020-03-22,-0.08781268846977236
2102,2020-03-23,-0.18259513796472177
2102,2020-03-24,-0.21744236018694402
2102,2020-03-25,-0.3839512380278531
2102,2020-03-26,-0.7395615521061358
2102,2020-03-27,0.008152325923066084
2102,2020-03-28,-0.3083886361150719
2102,2020-03-29,-0.3668045981532098
2102,2020-03-30,-0.4245839861172738
2102,2020-03-31,-0.48172680000726387
2102,2020-04-01,-0.3144367435268834
2102,2020-04-02,-0.496535508958982
2102,2020-04-03,-0.6895910645145373
2102,2020-04-04,-0.8936034101935499
2102,2020-04-05,-0.7414053006256487
2102,2020-04-06,-0.5946489348849078
2102,2020-04-07,-0.45333431297132765
2102,2020-04-08,-0.3174614348849079
2102,2020-04-09,-0.36667343334169794
2102,2020-04-10,-0.41630016945280907
2102,2020-04-11,-0.46634164321824123
2102,2020-04-12,-0.5167978546379943
2102,2020-04-13,-0.5676688037120683
2102,2020-04-14,-0.6189544904404634
2102,2020-04-15,-0.6706549148231795
2102,2020-04-16,-0.7227700768602165
2102,2020-04-17,-0.5017978546379944
2102,2020-04-18,-0.3002700768602166
2102,2020-04-19,-0.34037672014252957
2102,2020-04-20,-0.3811081083228017
2102,2020-04-21,-0.42246424140103295
2102,2020-04-22,-0.46444511937722344
2102,2020-04-23,-0.507050742251373
2102,2020-04-24,-0.4802271488003207
2102,2020-04-25,-0.45365265352369444
2102,2020-04-26,-0.4273272564214942
2102,2020-04-27,-0.40125095749372003
2102,2020-04-28,-0.3754237567403718
2102,2020-04-29,-0.3498456541614497
2102,2020-04-30,-0.32451664975695343
2102,2020-05-01,-0.29943674352688326
2102,2020-05-02,-0.2757266097820273
2102,2020-05-03,-0.2521425048437557
2102,2020-05-04,-0.22868442871206845
2102,2020-05-05,-0.2053523813869656
2102,2020-05-06,-0.18214636286844704
2102,2020-05-07,-0.1590663731565129
2102,2020-05-08,-0.13611241225116316
2102,2020-05-09,-0.11328448015239773
2102,2020-05-10,-0.09058257686021659
2102,2020-05-11,-0.0668065351935499
2102,2020-05-12,-0.039436743526883256
2103,2020-01-22,-0.5851825652725913
2103,2020-01-23,-0.5851825652725913
2103,2020-01-24,-0.5851825652725913
2103,2020-01-25,-0.5851825652725913
